zip,site,email,nom_gerant,nb_annonces,taille_equipe,crm_detecte
pages_html_batch00021_20260630_002006.zip,ChIJEfEP0ejoBUgRUbrTt4yToKg,jonathan.chenusson@iadfrance.fr,,,025,Iad
pages_html_batch00021_20260630_002006.zip,ChIJJwiWFkpu5kcR_vxB1sdufOU,"contact@cosim.fr, florian.marjolet@cosim.fr, maylis.chauffert.yvart@cosim.fr, isabelle.bedier@cosim.fr, isabelle.hubert@cosim.fr, segolene.sautarel@cosim.fr, robert.kadijevic@cosim.fr, sophie.potier@cosim.fr",,,500,
pages_html_batch00021_20260630_002006.zip,ChIJQdoYAK_HyRIRejiqHh0aluE,,,,,
pages_html_batch00022_20260630_002823.zip,ChIJmWRkXHE1lUcRtRQmMpxQFUo,climmob@pt.lu,,46,,
pages_html_batch00022_20260630_002823.zip,ChIJ_e8NEXZt5kcRVPPlPQIOF8I,"Contact@maisonvanbaren.com, gregory@maisonvanbaren.com, jeanne@maisonvanbaren.com",,,,
pages_html_batch00022_20260630_002823.zip,ChIJd2EHwONt5kcRSs25s9qW03A,immobilier@gestionsgi.com,,,,
pages_html_batch00022_20260630_002823.zip,ChIJ5a1eMg9u5kcRXMX9Rn9bAIo,contact@cli.immo,,,,
pages_html_batch00022_20260630_002823.zip,ChIJFagcCAR05kcRWFKZwsIdzgE,info@ionos.fr,,4,,
pages_html_batch00022_20260630_002823.zip,ChIJo61mRM7Qw0cR2bIpH2re5TA,adp@codimo.be,,,,
pages_html_batch00022_20260630_002823.zip,ChIJh5pP_SW9lkcRGmtgXaQBTnY,contact@troispourcent.com,,2675,,
pages_html_batch00022_20260630_002823.zip,ChIJ-9JjIo1v5kcRjY9FhQ-B2b4,,,,30,
pages_html_batch00022_20260630_002823.zip,ChIJWwByTINv5kcRf7wu_fzpoOs,info@lema-immobilier.fr,,,,
pages_html_batch00022_20260630_002823.zip,ChIJKWaVIsRv5kcR6vp404MvN34,"bruno@pnt.immo, magali@pnt.immo, delphine@pnt.immo, eve@pnt.immo, anne@pnt.immo, marie@pnt.immo, thomas@pnt.immo, contact@pnt.immo",,,,
pages_html_batch00022_20260630_002823.zip,ChIJH_HCPh8-DW4REzyfMgoMYz8,luca.d@integraal-immobilier.fr,,41,,
pages_html_batch00022_20260630_002823.zip,ChIJ18ikcwGdkUcRkH9XdxoqaeA,info@cmimmo.net,,,,
pages_html_batch00022_20260630_002823.zip,ChIJjfo12wRx5kcRdjT4eFsaznU,"thibault.lejeune@cabinetlaclef.com, alexandre.pesenti@cabinetlaclef.com, balthazar.salmon@cabinetlaclef.com, mojo.mascotte@cabinetlaclef.com, mona.zouine@cabinetlaclef.com, tanasjaan.jeyarajah@cabinetlaclef.com, geoffroy.degalliffet@cabinetlaclef.com",,,,
pages_html_batch00022_20260630_002823.zip,ChIJu3lC_UTtBUgR0Qi-GLh2EZc,nantesnord@citylife.fr,,,,
pages_html_batch00022_20260630_002823.zip,ChIJKe305vDO5UcRMSDivEiQpjk,immovallees@orange.fr,,,,
pages_html_batch00022_20260630_002823.zip,ChIJExPic8ht5kcR5tDfnlA4kDM,info@5-etoiles-mobil-home.com,,,,
pages_html_batch00022_20260630_002823.zip,ChIJzTbFpKMT5kcRt_OoAoWwwJc,"agence@immo5.fr, immo5drancy@wanadoo.fr, contact@immo5noisy.fr",,202,,
pages_html_batch00022_20260630_002823.zip,ChIJ8zvrDltx5kcRNWvQ_wYJ0qs,contact@clayimmo.com,,48,,
pages_html_batch00022_20260630_002823.zip,ChIJu6AEmIhv5kcRtHpcH9tKGVk,,,,,
pages_html_batch00022_20260630_002823.zip,ChIJtx9hCehv5kcRPPu1-lFoMso,contact@vitalimmo.fr,,,,
pages_html_batch00022_20260630_002823.zip,ChIJPS5q6OQPsRIRQsoJjet8rqA,"administratif@clconseils.fr, g.zaikh@latoileimmobiliere.com, q.caussignac@latoileimmobiliere.com, v.monnet@latoileimmobiliere.com, claire.thomas@latoileimmobiliere.com, transaction.assistant@clconseils.fr, lti.direction@latoile.immo, consultant.d@clconseils.fr, emmanuella.loncan@latoileimmobiliere.com, accueil@clconseils.fr",,49,,
pages_html_batch00022_20260630_002823.zip,ChIJQWsJjPFv5kcRqLg0bB0rdTI,contact@cofim.eu,,,,
pages_html_batch00022_20260630_002823.zip,ChIJJ3YLEl5z5kcRzuNqlDRoqY8,contact@lizandco.fr,,,,
pages_html_batch00022_20260630_002823.zip,ChIJQ4B1QXNy5kcRxSdU6Jm8OS8,contact@citylife.fr,,,,
pages_html_batch00022_20260630_002823.zip,ChIJZ9414zFu5kcRNRRTKtE_nb0,info@book-a-flat.com,,,,
pages_html_batch00022_20260630_002823.zip,ChIJz6_vAqJy5kcRFk5NGkRUhvc,vincennes@citylife.fr,,,,
pages_html_batch00022_20260630_002823.zip,ChIJcToLZchv5kcRSQCuAehGrtk,"contact@agencepremiere.com, contact@ab-media.fr",,,30,
pages_html_batch00022_20260630_002823.zip,ChIJGUbLuhwQ70cRfnQ23UfTEDU,"contact@c-limmo.fr, climmo.montereau@gmail.com, climmo.fontainebleau@gmail.com, climmo.montargis@gmail.com",,,,
pages_html_batch00022_20260630_002823.zip,ChIJKxMeyFb4jUcRf4nKcOrZymo,charquemont@codeimmo.fr,,28,,
pages_html_batch00022_20260630_002823.zip,ChIJDTS-RC5DqQ0Rq0BJz9kXdm4,"contact@cl-immo.ch, confidentialite@cl-immo.ch",,0,,
pages_html_batch00022_20260630_002823.zip,ChIJOzixFCF1DkgRvrrcfnVzrgU,agenceclimmobilier@outlook.fr,,25,,
pages_html_batch00022_20260630_002823.zip,ChIJ2UtdWydw5kcRgM-veF-iZkI,info@clerimmo.fr,,28,,
pages_html_batch00022_20260630_002823.zip,ChIJG2GGmOlv5kcRzBBoN2iRHI0,courriers@glf.eu,,,50,
pages_html_batch00022_20260630_002823.zip,ChIJ8VdLIyV_p48RT-qGfAxO3dA,"contact@meryl.co, ms@meryl.co",,,,
pages_html_batch00022_20260630_002823.zip,ChIJO735UhgQlEcRSXZqMxtpyEk,"agence@immodelavallee.fr, contact@la-boite-immo.com",,,,
pages_html_batch00022_20260630_002823.zip,ChIJwZwCQQZy5kcRBYKXlvlcpYQ,contact@citylife.fr,,,,
pages_html_batch00022_20260630_002823.zip,ChIJLQ8RD0Ju5kcRtS_PnJX7DC0,,,,,
pages_html_batch00022_20260630_002823.zip,ChIJVVWV0erfDkgRcfOTLrALSTY,"lionel.bilien@outlook.fr, contact@lunettesdepub.com",,,,
pages_html_batch00025_20260630_004831.zip,ChIJ_ex7JEVw5kcROUsaKsmqinY,,,,10,
pages_html_batch00025_20260630_004831.zip,ChIJtdS2Vhll5kcRmxff_pfBb68,lesagentsdelimmobilierorleans@gmail.com,,0,110,
pages_html_batch00025_20260630_004831.zip,ChIJ5acuHOxt5kcRa-sUR07pMec,,,75016,,
pages_html_batch00025_20260630_004831.zip,ChIJtx4Rbxhu5kcR010YqSAx8QU,contact@condate.fr,,,50,
pages_html_batch00025_20260630_004831.zip,ChIJkWCJF_ht5kcRDhLy_a_Qoqo,,,,,
pages_html_batch00025_20260630_004831.zip,ChIJh3JM3aZz5kcR_Al51QsiSEQ,,,,,
pages_html_batch00025_20260630_004831.zip,ChIJq6pajsRv5kcRAVcgBp6VSG0,"contact@demontsimmobilier.fr, ch.demonts@demontsimmobilier.fr",,,,
pages_html_batch00025_20260630_004831.zip,ChIJI1Dv6aVw5kcR3-ggDXJ_BnA,contact@cabinetmazarin.com,,,,
pages_html_batch00025_20260630_004831.zip,ChIJ2enXL-eB2RIRK7GK-F5SynM,"CONTACT@CORSICANREALTY.COM, contact@corsicanrealty.com",,,,
pages_html_batch00025_20260630_004831.zip,ChIJ4SxMo2ht5kcRuxdF32TFCFA,manh.duong@delmane-immobilier.com,,,,
pages_html_batch00025_20260630_004831.zip,ChIJW8xByilu5kcRwqTYe9KZ94M,"comehome@hotmail.fr, contact@premiersite.fr",,,,
pages_html_batch00025_20260630_004831.zip,ChIJ8WDSEtQywkcR4cm6QG8KOC0,info@immoparis.be,,,,
pages_html_batch00025_20260630_004831.zip,ChIJ5Y5JM4Hr9EcREA9LtUEGZ88,,,,,
pages_html_batch00025_20260630_004831.zip,ChIJAQAAw0Mz_RIREu3uBgxjEpo,,,,,Iad
pages_html_batch00025_20260630_004831.zip,ChIJQxU9d3cT5kcRtu8rlyqq71w,valentin.tetier@gmail.com,,39,,
pages_html_batch00025_20260630_004831.zip,ChIJB_7j-F1j5kcRu9ICK9hGH9c,"rueil@guinotlorillard.com, bonjour@serumandco.com",,128,,
pages_html_batch00025_20260630_004831.zip,ChIJhwcWH0W9ggIRyRvzFuastUs,contact@dsimmo.fr,,,,
pages_html_batch00025_20260630_004831.zip,ChIJA1YW1rJt5kcRCUt62z4NGQg,contact@cabinethoche.com,,,,
pages_html_batch00025_20260630_004831.zip,ChIJoZb6zBlu5kcRYqFeDG7YSVs,village.montorgueil@gmail.com,,1998,,
pages_html_batch00025_20260630_004831.zip,ChIJbT4fRNlv5kcR7cE2tDQnfvo,,,,,
pages_html_batch00025_20260630_004831.zip,ChIJCXUaUPtt5kcRVtvdJgUXiX8,"hello@pariscabane.fr, contact@anmconso.com",,,,
pages_html_batch00025_20260630_004831.zip,ChIJQ6ccZvpv5kcR3C_iDsgWGZo,immobiliersaintdidier@gmail.com,,,,
pages_html_batch00025_20260630_004831.zip,ChIJLwpZm_5v5kcRPqfT_rOHSTk,,,,,
pages_html_batch00025_20260630_004831.zip,ChIJHfD7i6AEyRIRbs5YEJHwy5w,"agence@delmonte-immobilier.com, lico.elisa@delmonte-immobilier.com, Nguyen.noemie@delmonte-immobilier.com, gestion@delmonte-immobilier.com",,,,
pages_html_batch00025_20260630_004831.zip,ChIJMSauWNIE7kcR1cGQ32Bb2Zg,"agence@europeimmobilier.fr, contact@la-boite-immo.com",,180,,
pages_html_batch00025_20260630_004831.zip,ChIJBbh9P6xv5kcRi-CFyWXAiHs,,,,,
pages_html_batch00025_20260630_004831.zip,ChIJl7eECPBv5kcRzuDxDyhwIWk,contact@lesclesdelutece.com,,,,
pages_html_batch00025_20260630_004831.zip,ChIJL3Mismhy5kcRL00y2aL5cqQ,"talentissimmo@wanadoo.fr, contact@la-boite-immo.com",,18,,
pages_html_batch00025_20260630_004831.zip,ChIJkbIRtQVx5kcRzrFVOVAQ02U,"hello@helloagent.fr, contact@sasmediationsolution-conso.fr",,000,,
pages_html_batch00025_20260630_004831.zip,ChIJA4TDPiVd5kcRw9b_rcj89pw,contact@gfi-immo.com,,,4,
pages_html_batch00025_20260630_004831.zip,ChIJVVX5z4R05kcRQ4F5hwXphDc,seineimmo94@gmail.com,,10,,
pages_html_batch00025_20260630_004831.zip,ChIJP14bz0yuthIRksiFJumVzh8,,,,,
pages_html_batch00025_20260630_004831.zip,ChIJTwE3ThVw5kcRnXH_pjtIn2k,,,,,
pages_html_batch00025_20260630_004831.zip,ChIJBXPo5hFv5kcR5ED8NjJWAzo,mi-info@millennium-intl.com,,,,
pages_html_batch00025_20260630_004831.zip,ChIJNTO0MtRx5kcRA63hyynLZ5g,immo@agencedesprescarres.com,,,,
pages_html_batch00025_20260630_004831.zip,ChIJh_cCTgBv5kcR0_D5Mb49d-A,contact@colocr.fr,,,,
pages_html_batch00025_20260630_004831.zip,ChIJX_-Y3jgTEEgR7HTEDyw1pcE,,,,,
pages_html_batch00025_20260630_004831.zip,ChIJ503KLkzXUIYRLoIPnYWY1ms,c.molina@bonaparte-artdevivre.com,,,,
pages_html_batch00025_20260630_004831.zip,ChIJ3dbvPx8v4EcRgI724twyasY,contact@lelabimmo.com,,28,,
pages_html_batch00025_20260630_004831.zip,ChIJ93vmmbVx5kcR7Jx8cq4dhtk,,,,,
pages_html_batch00025_20260630_004831.zip,ChIJO2tnzWRv5kcRq2GclAmWoYk,"contactfrance@immobelgroup.com, informatique-libertes@immobelgroup.com, recrutementfrance@immobelgroup.com, infoshowroom@immobelgroup.com, contact@medimmoconso.fr, contact.france@immobelgroup.com",,,,
pages_html_batch00025_20260630_004831.zip,ChIJkayfQnVv5kcRsde-WRdXnLk,"info@so9concept.fr, sophie@so9concept.fr",,,,
pages_html_batch00025_20260630_004831.zip,ChIJ5Sn_MufblEcRbhn1Vk60fTY,,,,,
pages_html_batch00025_20260630_004831.zip,ChIJiw-DHV1j5kcRSR6kwDjZdZw,contact@peclersimmobilier.fr,,,,
pages_html_batch00025_20260630_004831.zip,ChIJ16Qq2JBx5kcRlSNwz9WYnzw,"Renelegal@siriushome.fr, renelegal@siriushome.fr, ludovic.pedro@siriushome.fr, debora.dasilva@siriushome.fr, tracy.pedro@siriushome.fr, v.pensart@siriushome.fr",,0,,
pages_html_batch00025_20260630_004831.zip,ChIJq2dp1syF50cRrn5dT_sIVho,contact@delaporteimmobilier.fr,,32,,
pages_html_batch00025_20260630_004831.zip,ChIJhxCgJg1l5kcRGhfvv0WjQrc,"lrenault@hbs-research.com, sdufour@hbs-research.com",,,0,
pages_html_batch00025_20260630_004831.zip,ChIJJwP6BQFz5kcRw2lAY83DOBU,"g.decriem@officiumtransaction.com, r.desprats@officiumtransaction.com, contact@officiumtransaction.com",,,,
pages_html_batch00025_20260630_004831.zip,ChIJL3SDaYlv5kcRiFqNNWX8rEw,"contact@foodimmo.fr, julien@foodimmo.fr, florian@foodimmo.fr, francois@foodimmo.fr, ahmed@foodimmo.fr, yuliya@foodimmo.fr, hadi@foodimmo.fr, michel@foodimmo.fr, catherine@foodimmo.fr, frederic@foodimmo.fr, johan@foodimmo.fr, contact@sasmediationsolution-conso.fr",,,,
pages_html_batch00025_20260630_004831.zip,ChIJkedYdKZ7PAcR68qdOcYJesk,contact@min-immobilier.fr,,,,
pages_html_batch00025_20260630_004831.zip,ChIJrXerMMVv5kcR2QJemgjOywo,"ge@strategiesandcorp.fr, adr@strategiesandcorp.fr, br@strategiesandcorp.fr, cl@strategiesandcorp.fr, thomas.aubert@strategiesandcorp.fr, lea.detry@strategiesandcorp.fr, alban.de.rouge@strategiesandcorp.fr, md@strategiesandcorp.fr, mps@strategiesandcorp.fr, pauline.comtat@strategiesandcorp.fr, am@strategiesandcorp.fr, helen.kingue@strategiesandcorp.fr, sb@strategiesandcorp.fr, cdf@strategiesandcorp.fr, hr@strategiesandcorp.fr",,,,
pages_html_batch00025_20260630_004831.zip,ChIJB-GBb1Nr5kcRJccqZ60elcM,savannah-2@orange.fr,,27,,
pages_html_batch00025_20260630_004831.zip,ChIJfYYgigAT5kcRpTs_y3BYiEM,contact@cogestra.fr,,,,
pages_html_batch00025_20260630_004831.zip,ChIJH4751Na-kUcRpQE2W688kd4,"rosenbergimmobilier@gmail.com, contact@rosenbergimmobilier.fr",,54,,
pages_html_batch00025_20260630_004831.zip,ChIJh06FTFpu5kcR10rF3Nr7Hls,gotti@terrasse-cie.com,,,,
pages_html_batch00025_20260630_004831.zip,ChIJXyUza7Rx5kcRSzue3IZ4CpA,contact@ectimmo.com,,,,
pages_html_batch00025_20260630_004831.zip,ChIJX4K80vMjyRIRRbXO9UYHdCw,,,,,
pages_html_batch00025_20260630_004831.zip,ChIJw00cF9zsC0ERjjroCksVnRg,,,,,
pages_html_batch00025_20260630_004831.zip,ChIJLYwssRtv5kcR-MNA_78PU1c,,,,,
pages_html_batch00025_20260630_004831.zip,ChIJubdkme5v5kcRUhmMrs1H-zs,contact@dsimmoconsulting.com,,,,
pages_html_batch00025_20260630_004831.zip,ChIJ_WBO7xoN5kcRA0Lzxq5Wx8Y,contact@cyril-immobilier.fr,,,,
pages_html_batch00025_20260630_004831.zip,ChIJd08tF2195kcRZZFclYvUxV8,"tomasfevrier@hotmail.fr, accueilcop@gmail.com",,45,,
pages_html_batch00025_20260630_004831.zip,ChIJIwLirNmjzBIR6sl8bUGSHnc,,,,,
pages_html_batch00025_20260630_004831.zip,ChIJp4c9H5dv5kcRigUr_nggd8w,ib@ezrahome.fr,,29,,
pages_html_batch00025_20260630_004831.zip,ChIJ___vDOtv5kcRxhSVb-cK2e4,contact@lokalis.fr,,,,
pages_html_batch00025_20260630_004831.zip,ChIJU4SUQ9_rzRIRi_Z9DlnSniA,,,,,
pages_html_batch00025_20260630_004831.zip,ChIJqfX_FhjKlkcRS5idbpX77As,,,,,
pages_html_batch00025_20260630_004831.zip,ChIJ7-fmoP5ElUcRPs1gEwSjUyg,mvdimmo@pt.lu,,,,
pages_html_batch00025_20260630_004831.zip,ChIJl5lXR8Rv5kcRc5pIyUa-in4,contact@dokan.fr,,,,
pages_html_batch00025_20260630_004831.zip,ChIJ781z-rlv5kcRlUz-BnAatPA,contact@devarim-re.com,,,,
pages_html_batch00025_20260630_004831.zip,ChIJyVN6q9lt5kcR1ePhQTHlz4o,cabinet.immo@orange.fr,,64,,
pages_html_batch00025_20260630_004831.zip,ChIJReCWTXxGjEcR8PZjZ32jRTM,info@codimmo.ch,,,,
pages_html_batch00025_20260630_004831.zip,ChIJq6gZshJu5kcRuDoZA8Rz4YU,contact@peter-jorgensen-consulting.com,,,,
pages_html_batch00025_20260630_004831.zip,ChIJ2_B4OUZ85kcRcIEg4OSTTyY,CONTACT@WALTERETDEMAISON.COM,,254,,
pages_html_batch00025_20260630_004831.zip,ChIJByZLkXgY6EcRO01sVn3rJew,contact@beware.fr,,,,
pages_html_batch00025_20260630_004831.zip,ChIJOQEa8EHa3UcRe0hP3H2mv5k,"agencedugolf@nordnet.fr, contact@la-boite-immo.com",,7,6,
pages_html_batch00025_20260630_004831.zip,ChIJjf3tRPRl5kcRrJ7m-Yspp1o,"contact@costimmobilier.fr, contact@immomediateurs.com, cfmr@costimmobilier.fr, bc@costimmobilier.fr, cdg@costimmobilier.fr, gr@costimmobilier.fr, becon@costimmobilier.fr, vefa@costimmobilier.fr, lorraine@costimmobilier.fr, ternes@costimmobilier.fr, location@costimmobilier.fr",,,,Netty
pages_html_batch00025_20260630_004831.zip,ChIJxeKdTVN75kcROKoDmGXgBEo,contact@cabinetjeanetco.fr,,,,
pages_html_batch00025_20260630_004831.zip,ChIJS1JEiYn05UcR1XDMRt0OJXQ,,,,,
pages_html_batch00025_20260630_004831.zip,ChIJMbp5zZMnVQ0R1Gdm0Lv5ras,gestion@qatedra.fr,,,,
pages_html_batch00025_20260630_004831.zip,ChIJp4y5Rzhw5kcRkZQY7R0MJ5E,,,,,
pages_html_batch00025_20260630_004831.zip,ChIJv_g0uenIlkcRcRYvUlEYdsQ,,,,,
pages_html_batch00025_20260630_004831.zip,ChIJpV3xeHYoVQ0RHQlEz3YvZNI,,,,,
pages_html_batch00025_20260630_004831.zip,ChIJVVVFGBtu5kcRxTF8cGq3v5U,"contact@sasmediationsolution-conso.fr, 41morizet@cabinetjourdan.com, 52leclerc@cabinetjourdan.com, 58beaubourg@cabinetjourdan.com, 4louisemichel@cabinetjourdan.com, cgc@cabinetjourdan.com, 91bisaguesseau@cabinetjourdan.com, agencedescolombes@cabinetjourdan.com, transaction.adc@cabinetjourdan.com, transaction@cabinetjourdan.com, transaction91@cabinetjourdan.com, s.karnier.ngp@cabinetjourdan.com",,,,
pages_html_batch00025_20260630_004831.zip,ChIJCZ5ttG0P9EcRD7w_MV6u8xU,"herve.buchet@hb-immo.fr, contact@hb-immo.fr",,14,,
pages_html_batch00025_20260630_004831.zip,ChIJVVXFI65x5kcRnU1k3m0ICOU,contact@remoraimmobilier.com,,,,
pages_html_batch00025_20260630_004831.zip,ChIJNYlOo9Jv5kcRTpzhM_7EDS0,sabimmo@sabimmo.fr,,6,,
pages_html_batch00025_20260630_004831.zip,ChIJF5VfI2ly5kcRBE4VBA5ITU8,,,5515,,
pages_html_batch00025_20260630_004831.zip,ChIJqfSZqPRx5kcRSgZnQZc_51k,,,,,
pages_html_batch00025_20260630_004831.zip,ChIJIxePxjtw5kcRKipGxH0E6L4,agenceblomet@gmail.com,,10,,
pages_html_batch00025_20260630_004831.zip,ChIJh0KzaTxv5kcRfeaWud9r3X4,contact@montaigne.estate,,,,
pages_html_batch00025_20260630_004831.zip,ChIJqTvxwm5HkkcRagGxtC0U5EE,allouche.immobilier@gmail.com,,,,
pages_html_batch00025_20260630_004831.zip,ChIJUTnuhCxw5kcR-1nJFKJvg1A,contact@mgimmo.com,,,,
pages_html_batch00025_20260630_004831.zip,ChIJT4k_lThv5kcRlERWWDXExdU,hello@cocoon-immo.io,,,15,Netty
pages_html_batch00025_20260630_004831.zip,ChIJAVNGNCRs5kcRjBZMP79PuC0,contact@agencentrale.fr,,23,,
pages_html_batch00025_20260630_004831.zip,ChIJ__87iclv5kcROOD780zdM4o,"lesya.demchyk@conceptimmo.net, stephanie.fontaine@conceptimmo.net, manuel.pauron@conceptimmo.net, anya.pauron@conceptimmo.net, diana.pauron@conceptimmo.net, corantin.miniere@conceptimmo.net, sophie.deroubaix@conceptimmo.net, nicolas.andrade@conceptimmo.net, contact@conceptimmo.net, maud.gastine@conceptimmo.net",,000,,
pages_html_batch00025_20260630_004831.zip,ChIJAR3p_8tx5kcR7FhUQEDQVBk,contact@eonimmobilier.fr,,,,
pages_html_batch00025_20260630_004831.zip,ChIJzfzRbpYN5kcR3tZ_8dZ8OZM,,,,,
pages_html_batch00025_20260630_004831.zip,ChIJYx_oKg1x5kcR0SBY4FfrKyw,"g.delavillesbret@delambre.immo, samir.dahmani@delambre.immo, andreea.bozga@delambre.immo, christophe.beaujard@delambre.immo, delphine.mame@delambre.immo, didier.hachana@delambre.immo, haddah.boutaba@delambre.immo, laurent.renaud@delambre.immo, marianne.prime@delambre.immo, marie.belec@delambre.immo, pierre.decardenal@delambre.immo, sophie.depelseneer@delambre.immo, olivier.piprot@delambre.immo, contact@email.com, contact@delambre.immo",,0,,
pages_html_batch00025_20260630_004831.zip,ChIJZ1xSGk0t7UQRkV_L1SEyFvY,,,,,
pages_html_batch00025_20260630_004831.zip,ChIJbSBOKy4d5kcRP856kCbvCHc,,,,,
pages_html_batch00025_20260630_004831.zip,ChIJN6f2XKlL5kcRX-Wkmx34pVc,dafimmo@orange.fr,,,,
pages_html_batch00025_20260630_004831.zip,ChIJPXWkb31t5kcR9hLvJIrDYm0,,,,,
pages_html_batch00025_20260630_004831.zip,ChIJy39sguxv5kcRXxivtr_pkpI,,,,,
pages_html_batch00025_20260630_004831.zip,ChIJBawomBxj5kcRoPwWvu5VJ3M,"contact@de-valliere.com, nanterreparc@de-valliere.com, montvalerien@de-valliere.com, nanterre@de-valliere.com, puteaux@de-valliere.com, rueil-centre@de-valliere.com, rueil@de-valliere.com, suresnes@de-valliere.com",,153,,
pages_html_batch00025_20260630_004831.zip,ChIJb5gdy91l5kcRdf28aWBA5vU,"contact@diane-immobilier.com, contact@bnd-solutions.com",,25,,
pages_html_batch00025_20260630_004831.zip,ChIJ______Zt5kcRHlLwj-vxAOo,a-roux@idimmo.net,,,,
pages_html_batch00025_20260630_004831.zip,ChIJ0Xw6_N9t5kcRVmYTKJfFWms,contact@desquartiers.fr,,1930,,
pages_html_batch00025_20260630_004831.zip,ChIJ-aXV8YFp5kcRrYqBRyERpHo,sabimo.transaction@hotmail.fr,,22,,
pages_html_batch00025_20260630_004831.zip,ChIJNbMSxbthZWMRc7Kfq0J0Kt0,contact@immotechpartners.fr,,,,
pages_html_batch00025_20260630_004831.zip,ChIJ9Znh4WZv5kcRDx5R5F3PEWo,"e.dumont@dl-immobilier.com, r.laxan@dl-immobilier.com",,,,
pages_html_batch00025_20260630_004831.zip,ChIJ-4ao3FVl5kcR8YmHZpj6pcg,contact@concordeassocies.com,,,,
pages_html_batch00025_20260630_004831.zip,ChIJXfOOwbpv5kcRpqrNHrTPKHM,,,,,
pages_html_batch00025_20260630_004831.zip,ChIJXzivvzNu5kcRIitFU-nxNbE,,,,,
pages_html_batch00025_20260630_004831.zip,ChIJA_Ni1bx65kcRt84hbh94Sss,contact@cledesol-immobilier.com,,,,
pages_html_batch00025_20260630_004831.zip,ChIJTdNDJcdv5kcRj1N1r-v2Mak,secretariat@concorde-etoile.fr,,,,
pages_html_batch00025_20260630_004831.zip,ChIJ3dwxLxJw5kcRuVQ7Ke953Y0,,,,,
pages_html_batch00025_20260630_004831.zip,ChIJq38JUcJv5kcRWv2a7HIBcac,"contact@klenova.fr, contact@ladycommunication.com",,,,
pages_html_batch00025_20260630_004831.zip,ChIJAcsQGZdx5kcRbWlWNvUklnc,,,,,
pages_html_batch00026_20260630_005617.zip,ChIJTakTIVRx5kcRrM79sZ-qgCI,"vincent.olivier@quartierdenfert.com, contact@quartierdenfert.com",,51,,
pages_html_batch00026_20260630_005617.zip,ChIJ4WBlUiZx5kcR9MehEYS8RYY,ft.expertises@gmail.com,,,,
pages_html_batch00026_20260630_005617.zip,ChIJ9Tj3xvll5kcR35n336kuGyk,,,,,
pages_html_batch00026_20260630_005617.zip,ChIJvSCMmcBv5kcRR0FNfXHw0lM,,,,,
pages_html_batch00026_20260630_005617.zip,ChIJ13_Ojfpv5kcRYcJJ_Jn9Ing,"cornerconsulting@hotmail.fr, michael@cornerconsulting.fr",,46,,
pages_html_batch00026_20260630_005617.zip,ChIJI1MZeWtx5kcRgWRj6PAu4sY,,,,,
pages_html_batch00026_20260630_005617.zip,ChIJEegbfYpv5kcRyInjFahiiDs,,,,,
pages_html_batch00026_20260630_005617.zip,ChIJoWg12Hyc0GURDNqTovyibhM,contact@ebagency.fr,,,,
pages_html_batch00026_20260630_005617.zip,ChIJe5pBjMzPjkcR8pwxLJzjBFs,info@agencedomus.ch,,,,
pages_html_batch00026_20260630_005617.zip,ChIJycicMeed8kcR5_Ebfler-8o,"gm@gestiodomus.fr, aa@immodomus.fr, contact@gestiodomus.fr",,,,
pages_html_batch00026_20260630_005617.zip,ChIJDRLZ-sjzzRIRp0_GnENGIbs,"info@agenzia-domus.it, info.ospedaletti@agenzia-domus.it",,,,
pages_html_batch00026_20260630_005617.zip,ChIJL9naJGMLtRIROIF28iXhUPE,,,,,
pages_html_batch00026_20260630_005617.zip,ChIJPzGnOMkhjW4RPN1SK5zfog4,contact@flatzparis.com,,,,
pages_html_batch00026_20260630_005617.zip,ChIJn1dZKa0thEcRARCkJwqMWzQ,info@domusrealty.com,,,,
pages_html_batch00026_20260630_005617.zip,ChIJu6r9umYT5kcRW2HYXqBWue8,dumont.immobilier@wanadoo.fr,,63,,
pages_html_batch00026_20260630_005617.zip,ChIJO67gDOqbkUcRaixV44LTxJo,,,,2,
pages_html_batch00026_20260630_005617.zip,ChIJYY1ySihv5kcRzYxs7CGikw4,,,,,
pages_html_batch00026_20260630_005617.zip,ChIJKYfK5_vVwkcRvbWbE6okoCA,,,,,
pages_html_batch00026_20260630_005617.zip,ChIJl5c09gZ9_0cRr1UMbf6eXz8,agence@icidordogne.fr,,,,
pages_html_batch00026_20260630_005617.zip,ChIJDRHJfL_azRIRPNaAp-SB-Rs,contact@richerimmobilier.com,,1000,,
pages_html_batch00026_20260630_005617.zip,ChIJ20hJk1RF80cRKEEhCWhVm1s,"contact@sasmediationsolution-conso.fr, isabelle@eclipse.immo, damien@eclipse.immo, jennifer@eclipse.immo, anissa@eclipse.immo, sophie@eclipse.immo, contact@eclipse.immo",,,,
pages_html_batch00026_20260630_005617.zip,ChIJIbNGlthv5kcRyQTySOwRJRE,"grenelle@grenelle.fr, contact@la-boite-immo.com",,,,
pages_html_batch00026_20260630_005617.zip,ChIJB5bxeJsqw0cRBWXMbSraC9A,"contact@agence-leduc.fr, le.mediateur@mediation-assurance.org, antoine@agence-leduc.fr",,,,Simply
pages_html_batch00026_20260630_005617.zip,ChIJ72tlwtoGFaURD8r00ToMiVo,,,,,
pages_html_batch00026_20260630_005617.zip,ChIJi0pL5jfc4EcRpQbLXacpB7A,contact@drakkar.fr,,,,
